Entity,Type,Superclass(es),ensure_fair_processing,validate_authenticity,submitts,has_half-life,'is_tagging_of -> data',has_cost,delends_on,defines_design_of,impact_assessments,ensure_accountability,implements,has_importance,validate_provenance,has_price,is_easy_to_collect,requires,minize_amount,is_easy_to_digitize,capture_records_of,classify_as,enforces_governance_of,defines_desirable,is_categorized_by,referential_integrity,to_notify,uses,ensure_accuracy,is_classified_by,discloses,provides_relational_search_service,ensures_referential_integrity,mandates,is_collected_by,is_compliant_with,provides_database_service,has_value,is_composed_of,'is_taxonomy_of ->  ML, AI',requires_compliance_with,is_secured_by,data_transfer,provides_referential_integrity,is_metadata_of,ensure_transparancy,being_notified,provides_fulltext_service,is_stored_in,'is managed by',ensure_integrity,has_capability,provides_index_service,monitors,consists_of,provides,ensure_lawfulness_processing,is_an_expense,has_obligations,limit_storage_period,is,designs,is_administered_by,specifies,has,'is_governed_by an IGProgram,',Classify,is_classiffied_by,is_retrieved,cooperation_with,is_specified_by,has_member,complies_with,be_appointed,requires_referential_integrity,comply_with_,is_searched_using,implements_relational_index_service,plan,is_governd_by,is_disposed_by,is_member_of,is_defined_by,handles,provides_fulltext_search_service,implements_fulltext_service,implements_database_service,is_responsible_for,requires_design_of,is_archived,provides_relational_index_service,implements_relational_search_service,avoids_orphan_contentobjects,is_hard_to,requires_twophase_commit_protocol,provides_catalog_service,limit_purpose,avoids_dangling_pointers,developes,provides_search_service,complies,provides_fulltext_index_service,is_obligated_to_esure,has_risk,has_maturity_level,align,analyze,appoint,approve,aquire,archive,assess,audit,backup,build,classify,communicate,conduct_inventory,control,convert,coordinate,correct,create,defines,defines_maturity,design,develop,distribute,ensure,establish,estimate,evaluate,governs,has_maturity,manage,measure,monitor,produces,profile,promote,test,validate,owl:topObjectProperty,risk,value,maturitylevel,cost,owl:topDataProperty,abstract,contributor,creator,description,issued,license,modified,publisher,references,rights,source,title,igso:isReferencedBy,contentLanguage,copyright,fileAbbreviation,fileAbstract,filename,relatedSpecification,rdfs:comment,rdfs:isDefinedBy,rdfs:label,'alternative label','change note',definition,'editorial note',example,skos:historyNote,note,'preferred label','scope note','construct regex','parse regex','actual expression','common designation','definition origin','has maturity level','preferred designation','term origin',abbreviation,acronym,'adapted from',copyright,'direct source','explanatory note','logical definition',symbol,synonym,'usage note',
align,ObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'align'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeout-Based-Delivery,Class,CommuicationOffering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Timeout-Based-Delivery'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudPlatform,Class,CloudDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'CloudPlatform'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right_to_object,Class,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Right_to_object'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obligation_of_Accountability_of_DataProcessors,Class,Obligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Obligation_of_Accountability_of_DataProcessors'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,Class,Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'EU'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectCatalogCMP,Class,CatalogCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ObjectCatalogCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opentext,Class,IGSVendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperationalDataQualityProcedures,Class,DataQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'OperationalDataQualityProcedures'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization,Class,Organizationdomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Data'",,,,,"'Data'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Organization'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organizationdomain,Class,owl:Thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Organizationdomain'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrganizationalUnit,Class,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'OrganizationalUnit'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person,Class,Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platinum,Class,ServiceLevelAgreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,Class,Organizationdomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PortalCMP,Class,Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'PortalCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PractitionerDomain,Class,owl:Thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'The summary of a survey conducted to collect, synthesize, and compare the specific approach and proposed strategy for implementing information governance to achieve compliance with corporate information policy and regulations.'",,"'PractitionerDomain'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protection,Class,ARMA_Principles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'
						   L3 - Essential: The organization has a formal written policy for protecting records and centralized access controls. Confidentiality and privacy are well defined. The importance of chain of custody is defined, when appropriate. Training for employees is available. Records and information audits are only conducted in regulated areas of the business. Audits in other areas may be conducted, but are left to the discretion of each function area The organization has defined specific goals related to record protection. 
						   L4 - Proactive The organization has implemented systems that provide for the protection of the information. Employee training is formalized and well documented. Auditing of compliance and protection is conducted on   regular basis. 
						   L5 - Transformational Executives and/or senior management and the board place great value in the protection of information.' Audit information is regularly examined and continuous improvement is undertaken. The organization’s stated goals related to record protection have been met. Inappropriate or inadvertent information disclosure or loss incidents are rare.'",,"'Protection'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDBMSystem,Class,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RDBMSystem'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIMSolution,Class,Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RIMSolution'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSCoreServices,Class,RecordsManagementServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RMSCoreServices'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record,Class,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Record'",,"'Record'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordsCatalogCMP,Class,CatalogCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RecordsCatalogCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordsManagementServices,Class,IGServicesDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RecordsManagementServices'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RedHatCloud,Class,CloudPlatform	Acronym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RedHatCloud'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReferenceDataManagement,Class,DataBaseFunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RelationalDatabaseCMP,Class,Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RelationalDatabaseCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RenderingSystem,Class,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RenderingSystem'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RenditionCMP,Class,Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RenditionCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepositoryCMP,Class,Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ContentManagement'	'CatalogCMP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'RepositoryCMP'",,,,,,,,,,,,,,,,,,,,,,,,"'Repository is defined as:  
  - consists of at one or more Catalog 
     {has Domain: Catalog  
       has Range: ContentCatalog, ObjectCatalog, RecordsCatalog, DataSourcecatalog}
      Catalog is a DataSet 
      a Dataset is organized in a RelationalSchema
      a RelationalSchema is defined in a Database 
      and requires a Database
      a  Database is hosted on a RDBMS {PostgreSQL,DB2,Oracle,SQLServer,CockroachDB}
      a RDBMS consists at least of one or more ObjectServer
- consists of one or more ResourceManager is equivalent to an ObjectServer 
  a Resourcemanager consists of exact one ObjectCatalog 
   and one or more StorageServer	
  a StorageServer consists of one or more StorageSystems {BlockStorage, ObjectStore, HierarchicalStore}
- enforces ReferentialqIntegrity
   ReferentialqIntegrity prevents DanglingPointers and OrphanObjects
   ReferentialqIntegrity is implemented using TwoPhaseCommitProtocol
  TwoPhaseCommitProtocol is a Service 
   is provided by a TransactionManager {Transaction Coordinator, Resource  Manager}
  supports Functional Requirement {Collect, Load, Store, Categorize, Search, Archive, Hold, Displose, transfer}
  has Componnet  {collect, load, store, query, categorize, archive, hold, displose, transfer}
  fullfills Non-FunctionalRequirement {Backup,Restore, HighAvailability,DisasterRecovery,Performance,Scalability}
 - is located in Location: any country{}
- must comply with any regulation  
 Subclass CentralRepository: 
   consits of a Cluster: is local Repository:'",,,,
Requirements,Class,DesignDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resiliency,Class,Non-FunctionalRequirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResponseTime,Class,Non-FunctionalRequirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention,Class,ARMA_Principles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'
						  L3 - Essential: A formal retention schedule that is tied to rules and regulations is consistently applied throughout the organization. The organization’s employees are knowledgeable about the retention schedule and they understand their personal responsibilities for records retention. The organization has defined specific goals related to retention. 
						  L4 - Proactive: Employees understand how to classify records appropriately. Employees understand how to classify records appropriately. Retention schedules are reviewed on a regular basis, and there is a process to adjust retention schedules as needed. Records retention is a major corporate concern. 
						  L5 - Transformational: Retention is an important item at the senior management and board levels. Retention is looked at holistically and is applied to all Information in an organization, not just to official records. The organization’s stated goals related to retention have been met. The organization’s stated goals related to retention have been met.'",,"'Retention'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role,Class,Organizationdomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Role'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale,Class,Non-FunctionalRequirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ServiceLevelAgreement,Class,DesignDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,Class,ServiceLevelAgreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solution,Class,DesignDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Solution'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageSystem,Class,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'StorageSystem'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
StoreMethod,Class,Method	Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'StoreMethod'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject,Class,Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System,Class,DesignDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'System'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransferMethod,Class,Method	Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'TransferMethod'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transparency,Class,ARMA_Principles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'
							 L3 - Essential: Transparency in recordkeeping is taken seriously and information is readily and systematically available when needed. There is a written policy regarding transparency. Employees are educated on the importance of Transparency and the specifics of the organization’s commitment to transparency. The organization has defined specific goals related to Transparency 
							 L4 - Proactive: Transparency is an essential part of the corporate culture and is emphasized in training. The organization monitors compliance on a regular basis. 
							 L5 - Transformational: The organization’s senior management considers transparency as a key component of information governance. The organization’s stated goals related to transparency have been met. The organization # has implemented a continuous improvement process to ensure transparency is maintained over time. Software tools that are in place assist in transparency. Requestors, courts, and other legitimately interested parties are consistently satisfied with the transparency of the processes and the response'",,"'Transparency'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eDiscoverySolution,Class,Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'eDiscoverySolution'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ensure_fair_processing,ObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ensure_fair_processing'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
validate_authenticity,ObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'validate_authenticity'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
submitts,ObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'submitts'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_half-life,ObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'has_half-life'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
